transaction_id,date,merchant,amount,category,payment_method,description
T00282,2025-12-04,Water Works Dept,585.43,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00283,2025-12-04,Local Diner,458.71,Dining,UPI,Dining purchase at Local Diner
T00284,2025-12-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00285,2025-12-05,StarCoffee Cafe,321.0,Dining,UPI,Dining purchase at StarCoffee Cafe
T00286,2025-12-05,TechStore Electronics,4192.17,Shopping,Card,Shopping purchase at TechStore Electronics
T00287,2025-12-05,Uber Rides,314.9,Transport,UPI,Transport purchase at Uber Rides
T00288,2025-12-05,Local Diner,1011.97,Dining,UPI,Dining purchase at Local Diner
T00289,2025-12-06,Water Works Dept,348.43,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00290,2025-12-07,StarCoffee Cafe,471.06,Dining,UPI,Dining purchase at StarCoffee Cafe
T00291,2025-12-07,Zomato Food Delivery,822.2,Dining,UPI,Dining purchase at Zomato Food Delivery
T00292,2025-12-07,PharmaCare Chemist,1406.66,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00293,2025-12-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00294,2025-12-08,Supermarket Fresh,940.89,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00295,2025-12-08,Swiggy Instamart,1481.08,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00296,2025-12-08,Supermarket Fresh,991.21,Groceries,Card,Groceries purchase at Supermarket Fresh
T00297,2025-12-08,Local Diner,753.83,Dining,UPI,Dining purchase at Local Diner
T00298,2025-12-09,Supermarket Fresh,3415.41,Groceries,Card,Groceries purchase at Supermarket Fresh
T00299,2025-12-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00300,2025-12-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00301,2025-12-10,Local Diner,883.46,Dining,UPI,Dining purchase at Local Diner
T00302,2025-12-10,StarCoffee Cafe,247.41,Dining,UPI,Dining purchase at StarCoffee Cafe
T00303,2025-12-11,StarCoffee Cafe,374.31,Dining,UPI,Dining purchase at StarCoffee Cafe
T00304,2025-12-11,Water Works Dept,812.96,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00305,2025-12-11,Zomato Food Delivery,734.95,Dining,UPI,Dining purchase at Zomato Food Delivery
T00306,2025-12-11,Water Works Dept,839.13,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00307,2025-12-12,Netflix,649.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00308,2025-12-12,Zomato Food Delivery,325.59,Dining,UPI,Dining purchase at Zomato Food Delivery
T00309,2025-12-12,Swiggy Instamart,1054.17,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00310,2025-12-12,StarCoffee Cafe,262.87,Dining,UPI,Dining purchase at StarCoffee Cafe
T00311,2025-12-12,TechStore Electronics,11243.86,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00312,2025-12-13,Local Diner,1084.96,Dining,UPI,Dining purchase at Local Diner
T00313,2025-12-14,Water Works Dept,596.22,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00314,2025-12-14,TechStore Electronics,6847.05,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00315,2025-12-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00316,2025-12-15,TechStore Electronics,10500.42,Shopping,Card,Shopping purchase at TechStore Electronics
T00317,2025-12-15,Swiggy Instamart,838.71,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00318,2025-12-15,Supermarket Fresh,1352.26,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00319,2025-12-15,BookMyShow,1304.77,Entertainment,UPI,Entertainment purchase at BookMyShow
T00320,2025-12-16,PharmaCare Chemist,1292.74,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00321,2025-12-16,Water Works Dept,830.65,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00322,2025-12-16,Zomato Food Delivery,924.71,Dining,UPI,Dining purchase at Zomato Food Delivery
T00323,2025-12-16,StarCoffee Cafe,442.26,Dining,UPI,Dining purchase at StarCoffee Cafe
T00324,2025-12-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00325,2025-12-17,Zomato Food Delivery,884.62,Dining,UPI,Dining purchase at Zomato Food Delivery
T00326,2025-12-18,NewsPlus,199.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00327,2025-12-18,City Electricity Board,3851.52,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00328,2025-12-18,StarCoffee Cafe,320.85,Dining,UPI,Dining purchase at StarCoffee Cafe
T00329,2025-12-19,Swiggy Instamart,1371.45,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00330,2025-12-19,TechStore Electronics,10301.93,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00331,2025-12-19,TechStore Electronics,7708.19,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00332,2025-12-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00333,2025-12-20,Swiggy Instamart,297.68,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00334,2025-12-21,BookMyShow,399.42,Entertainment,UPI,Entertainment purchase at BookMyShow
T00335,2025-12-21,PharmaCare Chemist,1161.76,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00336,2025-12-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00337,2025-12-22,Uber Rides,497.0,Transport,Card,Transport purchase at Uber Rides
T00338,2025-12-22,Supermarket Fresh,1371.78,Groceries,Card,Groceries purchase at Supermarket Fresh
T00339,2025-12-22,Local Diner,662.23,Dining,UPI,Dining purchase at Local Diner
T00340,2025-12-22,Uber Rides,272.1,Transport,UPI,Transport purchase at Uber Rides
T00341,2025-12-23,Uber Rides,237.53,Transport,UPI,Transport purchase at Uber Rides
T00342,2025-12-23,Swiggy Instamart,1354.99,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00343,2025-12-24,Shell Fuel Station,2122.3,Transport,Card,Transport purchase at Shell Fuel Station
T00344,2025-12-24,Water Works Dept,440.43,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00345,2025-12-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00346,2025-12-25,Local Diner,1029.25,Dining,UPI,Dining purchase at Local Diner
T00347,2025-12-25,StarCoffee Cafe,312.52,Dining,UPI,Dining purchase at StarCoffee Cafe
T00348,2025-12-25,Swiggy Instamart,694.55,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00349,2025-12-25,BookMyShow,575.11,Entertainment,UPI,Entertainment purchase at BookMyShow
T00350,2025-12-26,City Electricity Board,3804.01,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00351,2025-12-26,Shell Fuel Station,1962.73,Transport,Card,Transport purchase at Shell Fuel Station
T00352,2025-12-27,BookMyShow,624.75,Entertainment,UPI,Entertainment purchase at BookMyShow
T00353,2025-12-27,Local Diner,259.31,Dining,UPI,Dining purchase at Local Diner
T00354,2025-12-27,Swiggy Instamart,1461.7,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00355,2025-12-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00356,2025-12-28,Swiggy Instamart,1559.32,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00357,2025-12-28,PharmaCare Chemist,401.4,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00358,2025-12-29,PharmaCare Chemist,263.8,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00359,2025-12-29,Local Diner,1156.9,Dining,UPI,Dining purchase at Local Diner
T00360,2025-12-30,BookMyShow,444.55,Entertainment,UPI,Entertainment purchase at BookMyShow
T00361,2025-12-30,TechStore Electronics,9096.03,Shopping,Card,Shopping purchase at TechStore Electronics
T00362,2025-12-30,Shell Fuel Station,1464.32,Transport,Card,Transport purchase at Shell Fuel Station
T00363,2025-12-31,Uber Rides,278.49,Transport,UPI,Transport purchase at Uber Rides
T00364,2025-12-31,Local Diner,1108.54,Dining,UPI,Dining purchase at Local Diner
T00365,2025-12-31,StarCoffee Cafe,320.5,Dining,UPI,Dining purchase at StarCoffee Cafe
T00366,2026-01-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T00367,2026-01-01,Shell Fuel Station,2920.28,Transport,Card,Transport purchase at Shell Fuel Station
T00368,2026-01-01,Zomato Food Delivery,487.02,Dining,UPI,Dining purchase at Zomato Food Delivery
T00369,2026-01-02,Local Diner,867.06,Dining,UPI,Dining purchase at Local Diner
T00370,2026-01-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T00371,2026-01-03,PharmaCare Chemist,1228.54,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00372,2026-01-03,Swiggy Instamart,835.36,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00373,2026-01-03,StarCoffee Cafe,382.45,Dining,UPI,Dining purchase at StarCoffee Cafe
T00374,2026-01-04,Swiggy Instamart,1700.88,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00375,2026-01-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00376,2026-01-05,PharmaCare Chemist,213.56,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00377,2026-01-05,BookMyShow,632.41,Entertainment,UPI,Entertainment purchase at BookMyShow
T00378,2026-01-06,Uber Rides,172.67,Transport,Card,Transport purchase at Uber Rides
T00379,2026-01-07,Water Works Dept,363.87,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00380,2026-01-07,Zomato Food Delivery,319.03,Dining,UPI,Dining purchase at Zomato Food Delivery
T00381,2026-01-07,TechStore Electronics,8210.59,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00382,2026-01-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00383,2026-01-08,City Electricity Board,3268.29,Utilities,UPI,Utilities purchase at City Electricity Board
T00384,2026-01-08,Swiggy Instamart,881.96,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00385,2026-01-09,BookMyShow,707.58,Entertainment,UPI,Entertainment purchase at BookMyShow
T00386,2026-01-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00387,2026-01-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00388,2026-01-10,Shell Fuel Station,2910.9,Transport,Card,Transport purchase at Shell Fuel Station
T00389,2026-01-10,PharmaCare Chemist,663.66,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00390,2026-01-10,Supermarket Fresh,1604.14,Groceries,Card,Groceries purchase at Supermarket Fresh
T00391,2026-01-10,StarCoffee Cafe,464.7,Dining,UPI,Dining purchase at StarCoffee Cafe
T00392,2026-01-11,PharmaCare Chemist,433.92,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00393,2026-01-12,Netflix,649.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00394,2026-01-12,TechStore Electronics,3301.04,Shopping,Card,Shopping purchase at TechStore Electronics
T00395,2026-01-13,StarCoffee Cafe,428.95,Dining,UPI,Dining purchase at StarCoffee Cafe
T00396,2026-01-13,Swiggy Instamart,551.44,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00397,2026-01-14,Uber Rides,544.32,Transport,Card,Transport purchase at Uber Rides
T00398,2026-01-14,Local Diner,1237.17,Dining,UPI,Dining purchase at Local Diner
T00399,2026-01-14,Uber Rides,420.11,Transport,Card,Transport purchase at Uber Rides
T00400,2026-01-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00401,2026-01-15,PharmaCare Chemist,1402.34,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00402,2026-01-16,TechStore Electronics,9584.82,Shopping,Card,Shopping purchase at TechStore Electronics
T00403,2026-01-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00404,2026-01-17,Supermarket Fresh,898.88,Groceries,Card,Groceries purchase at Supermarket Fresh
T00405,2026-01-17,Uber Rides,520.86,Transport,Card,Transport purchase at Uber Rides
T00406,2026-01-17,BookMyShow,369.91,Entertainment,UPI,Entertainment purchase at BookMyShow
T00407,2026-01-18,NewsPlus,199.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00408,2026-01-18,Zomato Food Delivery,653.38,Dining,UPI,Dining purchase at Zomato Food Delivery
T00409,2026-01-18,Zomato Food Delivery,381.73,Dining,UPI,Dining purchase at Zomato Food Delivery
T00410,2026-01-18,BookMyShow,1161.55,Entertainment,UPI,Entertainment purchase at BookMyShow
T00411,2026-01-19,PharmaCare Chemist,1546.76,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00412,2026-01-19,Water Works Dept,766.01,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00413,2026-01-19,PharmaCare Chemist,279.78,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00414,2026-01-19,StarCoffee Cafe,449.78,Dining,UPI,Dining purchase at StarCoffee Cafe
T00415,2026-01-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00416,2026-01-20,StarCoffee Cafe,217.86,Dining,UPI,Dining purchase at StarCoffee Cafe
T00417,2026-01-20,City Electricity Board,4185.49,Utilities,UPI,Utilities purchase at City Electricity Board
T00418,2026-01-21,Zomato Food Delivery,661.96,Dining,UPI,Dining purchase at Zomato Food Delivery
T00419,2026-01-21,BookMyShow,425.86,Entertainment,UPI,Entertainment purchase at BookMyShow
T00420,2026-01-21,City Electricity Board,2719.2,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00421,2026-01-21,City Electricity Board,2415.12,Utilities,UPI,Utilities purchase at City Electricity Board
T00422,2026-01-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00423,2026-01-22,City Electricity Board,3469.95,Utilities,UPI,Utilities purchase at City Electricity Board
T00424,2026-01-22,City Electricity Board,2343.81,Utilities,UPI,Utilities purchase at City Electricity Board
T00425,2026-01-22,TechStore Electronics,11466.31,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00426,2026-01-22,StarCoffee Cafe,207.37,Dining,UPI,Dining purchase at StarCoffee Cafe
T00427,2026-01-23,City Electricity Board,1760.72,Utilities,UPI,Utilities purchase at City Electricity Board
T00428,2026-01-24,Zomato Food Delivery,263.79,Dining,UPI,Dining purchase at Zomato Food Delivery
T00429,2026-01-24,PharmaCare Chemist,300.9,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00430,2026-01-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00431,2026-01-25,BookMyShow,356.59,Entertainment,UPI,Entertainment purchase at BookMyShow
T00432,2026-01-25,Swiggy Instamart,717.41,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00433,2026-01-25,Swiggy Instamart,1052.75,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00434,2026-01-25,PharmaCare Chemist,833.64,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00435,2026-01-26,Zomato Food Delivery,488.32,Dining,UPI,Dining purchase at Zomato Food Delivery
T00436,2026-01-26,Swiggy Instamart,568.99,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00437,2026-01-26,Zomato Food Delivery,931.42,Dining,UPI,Dining purchase at Zomato Food Delivery
T00438,2026-01-27,Supermarket Fresh,918.31,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00439,2026-01-27,TechStore Electronics,4536.77,Shopping,Card,Shopping purchase at TechStore Electronics
T00440,2026-01-27,Uber Rides,433.16,Transport,UPI,Transport purchase at Uber Rides
T00441,2026-01-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00442,2026-01-28,Uber Rides,520.48,Transport,Card,Transport purchase at Uber Rides
T00443,2026-01-29,BookMyShow,883.53,Entertainment,UPI,Entertainment purchase at BookMyShow
T00444,2026-01-30,Water Works Dept,487.49,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00445,2026-01-30,Local Diner,1079.84,Dining,UPI,Dining purchase at Local Diner
T00446,2026-01-30,Supermarket Fresh,840.08,Groceries,Card,Groceries purchase at Supermarket Fresh
T00447,2026-01-30,PharmaCare Chemist,240.74,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00448,2026-01-31,Water Works Dept,633.89,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00449,2026-01-31,Local Diner,497.9,Dining,UPI,Dining purchase at Local Diner
T00450,2026-01-31,TechStore Electronics,5444.01,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00451,2026-01-31,PharmaCare Chemist,1124.16,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00452,2026-02-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T00453,2026-02-01,Supermarket Fresh,1044.63,Groceries,Card,Groceries purchase at Supermarket Fresh
T00454,2026-02-01,Supermarket Fresh,993.93,Groceries,Card,Groceries purchase at Supermarket Fresh
T00455,2026-02-01,Uber Rides,532.08,Transport,UPI,Transport purchase at Uber Rides
T00456,2026-02-02,StarCoffee Cafe,182.32,Dining,UPI,Dining purchase at StarCoffee Cafe
T00457,2026-02-02,Uber Rides,214.59,Transport,Card,Transport purchase at Uber Rides
T00458,2026-02-02,Zomato Food Delivery,627.87,Dining,UPI,Dining purchase at Zomato Food Delivery
T00459,2026-02-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T00460,2026-02-03,City Electricity Board,3826.76,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00461,2026-02-04,Supermarket Fresh,1798.23,Groceries,Card,Groceries purchase at Supermarket Fresh
T00462,2026-02-04,TechStore Electronics,7121.23,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00463,2026-02-04,BookMyShow,1004.16,Entertainment,UPI,Entertainment purchase at BookMyShow
T00464,2026-02-04,StarCoffee Cafe,301.51,Dining,UPI,Dining purchase at StarCoffee Cafe
T00465,2026-02-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00466,2026-02-05,Swiggy Instamart,971.37,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00467,2026-02-05,StarCoffee Cafe,311.01,Dining,UPI,Dining purchase at StarCoffee Cafe
T00468,2026-02-06,City Electricity Board,3089.95,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00469,2026-02-06,City Electricity Board,3850.42,Utilities,UPI,Utilities purchase at City Electricity Board
T00470,2026-02-07,TechStore Electronics,9459.86,Shopping,Card,Shopping purchase at TechStore Electronics
T00471,2026-02-07,Zomato Food Delivery,682.25,Dining,UPI,Dining purchase at Zomato Food Delivery
T00472,2026-02-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00473,2026-02-08,TechStore Electronics,8864.86,Shopping,Card,Shopping purchase at TechStore Electronics
T00474,2026-02-08,Shell Fuel Station,1405.61,Transport,Card,Transport purchase at Shell Fuel Station
T00475,2026-02-08,Shell Fuel Station,1547.0,Transport,Card,Transport purchase at Shell Fuel Station
T00476,2026-02-09,Uber Rides,625.65,Transport,UPI,Transport purchase at Uber Rides
T00477,2026-02-10,YouTube Premium,149.0,Subscription,AutoPay,Monthly subscription fee - YouTube Premium
T00478,2026-02-10,Adobe,2672.0,Subscription,Card,Monthly subscription fee - Adobe
T00479,2026-02-10,Swiggy Instamart,1486.99,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00480,2026-02-10,PharmaCare Chemist,1487.75,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00481,2026-02-10,PharmaCare Chemist,587.89,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00482,2026-02-10,StarCoffee Cafe,320.68,Dining,UPI,Dining purchase at StarCoffee Cafe
T00483,2026-02-11,Swiggy Instamart,276.62,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00484,2026-02-11,Local Diner,781.0,Dining,UPI,Dining purchase at Local Diner
T00485,2026-02-11,Supermarket Fresh,1511.52,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00486,2026-02-12,Netflix,649.0,Subscription,AutoPay,Monthly subscription fee - Netflix
T00487,2026-02-12,PharmaCare Chemist,1399.09,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00488,2026-02-13,Water Works Dept,619.18,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00489,2026-02-13,Water Works Dept,799.98,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00490,2026-02-13,TechStore Electronics,7457.57,Shopping,Card,Shopping purchase at TechStore Electronics
T00491,2026-02-13,Supermarket Fresh,1769.15,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00492,2026-02-14,Zomato Food Delivery,691.67,Dining,UPI,Dining purchase at Zomato Food Delivery
T00493,2026-02-15,Microsoft 365,489.0,Subscription,Card,Monthly subscription fee - Microsoft 365
T00494,2026-02-15,BookMyShow,781.53,Entertainment,UPI,Entertainment purchase at BookMyShow
T00495,2026-02-15,Zomato Food Delivery,601.61,Dining,UPI,Dining purchase at Zomato Food Delivery
T00496,2026-02-16,TechStore Electronics,11056.27,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00497,2026-02-16,City Electricity Board,3591.05,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00498,2026-02-16,PharmaCare Chemist,1078.01,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00499,2026-02-17,CloudBox,799.0,Subscription,AutoPay,Monthly subscription fee - CloudBox
T00500,2026-02-17,StarCoffee Cafe,347.39,Dining,UPI,Dining purchase at StarCoffee Cafe
T00501,2026-02-17,Local Diner,539.8,Dining,UPI,Dining purchase at Local Diner
T00502,2026-02-17,TechStore Electronics,1437.27,Shopping,Card,Shopping purchase at TechStore Electronics
T00503,2026-02-18,NewsPlus,199.0,Subscription,AutoPay,Monthly subscription fee - NewsPlus
T00504,2026-02-18,Local Diner,1362.85,Dining,UPI,Dining purchase at Local Diner
T00505,2026-02-18,Uber Rides,447.52,Transport,Card,Transport purchase at Uber Rides
T00506,2026-02-18,Local Diner,892.76,Dining,UPI,Dining purchase at Local Diner
T00507,2026-02-19,PharmaCare Chemist,1160.19,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00508,2026-02-19,PharmaCare Chemist,1112.27,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00509,2026-02-20,FitnessPro,499.0,Subscription,AutoPay,Monthly subscription fee - FitnessPro
T00510,2026-02-20,TechStore Electronics,4051.96,Shopping,Card,Shopping purchase at TechStore Electronics
T00511,2026-02-21,Water Works Dept,405.6,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00512,2026-02-21,Uber Rides,188.58,Transport,Card,Transport purchase at Uber Rides
T00513,2026-02-21,Zomato Food Delivery,782.74,Dining,UPI,Dining purchase at Zomato Food Delivery
T00514,2026-02-22,GamingPlus,699.0,Subscription,Card,Monthly subscription fee - GamingPlus
T00515,2026-02-22,Swiggy Instamart,405.4,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00516,2026-02-22,Uber Rides,231.12,Transport,Card,Transport purchase at Uber Rides
T00517,2026-02-22,BookMyShow,781.44,Entertainment,UPI,Entertainment purchase at BookMyShow
T00518,2026-02-23,PharmaCare Chemist,1184.99,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00519,2026-02-23,Swiggy Instamart,670.08,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00520,2026-02-23,Shell Fuel Station,2268.02,Transport,Card,Transport purchase at Shell Fuel Station
T00521,2026-02-24,Shell Fuel Station,1935.68,Transport,Card,Transport purchase at Shell Fuel Station
T00522,2026-02-24,Water Works Dept,723.19,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00523,2026-02-24,Zomato Food Delivery,605.05,Dining,UPI,Dining purchase at Zomato Food Delivery
T00524,2026-02-24,Shell Fuel Station,2802.52,Transport,Card,Transport purchase at Shell Fuel Station
T00525,2026-02-25,Substack Pro,399.0,Subscription,Card,Monthly subscription fee - Substack Pro
T00526,2026-02-25,Supermarket Fresh,2369.71,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00527,2026-02-25,Zomato Food Delivery,902.03,Dining,UPI,Dining purchase at Zomato Food Delivery
T00528,2026-02-25,Local Diner,346.46,Dining,UPI,Dining purchase at Local Diner
T00529,2026-02-26,Water Works Dept,797.92,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00530,2026-02-26,City Electricity Board,1747.63,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00531,2026-02-26,Water Works Dept,786.55,Utilities,AutoPay,Utilities purchase at Water Works Dept
T00532,2026-02-27,Supermarket Fresh,1598.83,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00533,2026-02-27,Shell Fuel Station,1972.33,Transport,Card,Transport purchase at Shell Fuel Station
T00534,2026-02-27,TechStore Electronics,3082.2,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00535,2026-02-27,StarCoffee Cafe,431.75,Dining,UPI,Dining purchase at StarCoffee Cafe
T00536,2026-02-28,VPN Shield,299.0,Subscription,Card,Monthly subscription fee - VPN Shield
T00537,2026-02-28,Uber Rides,169.15,Transport,UPI,Transport purchase at Uber Rides
T00538,2026-02-28,BookMyShow,1214.22,Entertainment,UPI,Entertainment purchase at BookMyShow
T00539,2026-03-01,Amazon Prime,299.0,Subscription,AutoPay,Monthly subscription fee - Amazon Prime
T00540,2026-03-01,Swiggy Instamart,189.03,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00541,2026-03-01,Supermarket Fresh,1156.16,Groceries,Card,Groceries purchase at Supermarket Fresh
T00542,2026-03-01,Zomato Food Delivery,906.36,Dining,UPI,Dining purchase at Zomato Food Delivery
T00543,2026-03-01,StarCoffee Cafe,412.85,Dining,UPI,Dining purchase at StarCoffee Cafe
T00544,2026-03-02,StarCoffee Cafe,194.32,Dining,UPI,Dining purchase at StarCoffee Cafe
T00545,2026-03-02,PharmaCare Chemist,1294.97,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00546,2026-03-02,StarCoffee Cafe,213.26,Dining,UPI,Dining purchase at StarCoffee Cafe
T00547,2026-03-03,Google One,149.0,Subscription,AutoPay,Monthly subscription fee - Google One
T00548,2026-03-03,PharmaCare Chemist,882.76,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00549,2026-03-04,Local Diner,743.62,Dining,UPI,Dining purchase at Local Diner
T00550,2026-03-04,Shell Fuel Station,2341.33,Transport,Card,Transport purchase at Shell Fuel Station
T00551,2026-03-05,Spotify,119.0,Subscription,AutoPay,Monthly subscription fee - Spotify
T00552,2026-03-05,Zomato Food Delivery,931.5,Dining,UPI,Dining purchase at Zomato Food Delivery
T00553,2026-03-06,City Electricity Board,3857.99,Utilities,AutoPay,Utilities purchase at City Electricity Board
T00554,2026-03-07,TechStore Electronics,3416.98,Shopping,Card,Shopping purchase at TechStore Electronics
T00555,2026-03-07,TechStore Electronics,9567.98,Shopping,NetBanking,Shopping purchase at TechStore Electronics
T00556,2026-03-07,Shell Fuel Station,2665.88,Transport,Card,Transport purchase at Shell Fuel Station
T00557,2026-03-07,Swiggy Instamart,1444.52,Groceries,UPI,Groceries purchase at Swiggy Instamart
T00558,2026-03-08,Dropbox,800.0,Subscription,Card,Monthly subscription fee - Dropbox
T00559,2026-03-08,Supermarket Fresh,1459.74,Groceries,UPI,Groceries purchase at Supermarket Fresh
T00560,2026-03-08,PharmaCare Chemist,379.13,Shopping,UPI,Shopping purchase at PharmaCare Chemist
T00561,2026-03-09,PharmaCare Chemist,389.77,Shopping,Card,Shopping purchase at PharmaCare Chemist
T00562,2026-03-09,StarCoffee Cafe,394.81,Dining,UPI,Dining purchase at StarCoffee Cafe
